Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,Investment_Type,Amount_USD,Remarks,Year,amount_category,investor_count
2016-10-14,BeatRoute,Technology,SAAS based mobile application platform,Gurgaon,Quarizon Consultancy Services LLP,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-10-14,ISFC,FinTech,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,6000000.0,No Remark,2016,Medium,1
2016-10-14,Postman,Consumer Internet,API Platform,Bangalore,Nexus Venture Partners,Private Equity,7000000.0,No Remark,2016,Medium,1
2016-10-14,Newspatrolling,Consumer Internet,Online News portal,New Delhi,Undisclosed,Seed Funding,25000.0,No Remark,2016,Low,1
2016-10-13,RoboVac,Technology,waterless car washing solution,Ahmedabad,Virendra Patel,Seed Funding,450000.0,No Remark,2016,Low,1
2016-10-13,Maya,Consumer Internet,Womens Health Tracker App,Bangalore,Rajan Anandan,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-10-13,Shoekonnect,Technology,B2B Marketplace for Shoes,Agra,Indian Angel Network,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-10-25,Kredx,Technology,Invoice discounting marketplace,Bangalore,Sequoia Capital,Private Equity,6000000.0,No Remark,2016,Medium,1
2016-10-24,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000.0,No Remark,2016,Medium,2
2016-10-24,Healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurgaon,BEENEXT,Private Equity,3000000.0,No Remark,2016,Medium,1
2016-10-23,WOTU,Technology,B2B Marketplace for traders,Bangalore,KAE capital,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-10-21,ChatOnGo,Consumer Internet,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,Janak Jain,Seed Funding,300000.0,No Remark,2016,Low,1
2016-10-20,RailYatri,Consumer Internet,Train Travel Info mobile app,Noida,"Helion Ventures, Blume ventures",Private Equity,25795550.0,No Remark,2016,High,2
2016-10-20,Hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-10-20,Stayology,Consumer Internet,Stay & Travel related services,Bangalore,Ranjan Pai,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-10-19,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,750000.0,No Remark,2016,Low,1
2016-10-19,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000.0,No Remark,2016,Medium,3
2016-10-19,Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000.0,No Remark,2016,High,2
2016-10-18,ePathsala,Technology,Cloud based ERP for Accreditation & ICT,Bangalore,"Hyderabad Angels, TLabs",Seed Funding,1529113.0,No Remark,2016,Medium,2
2016-10-18,MySUN,Technology,Solar Energy harnessing products marketplace,Noida,General Catalyst Partners,Private Equity,2500000.0,No Remark,2016,Medium,1
2016-10-18,Coppre,Technology,Copper based items etailer,Pune,Ganesh Natarajan,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-10-18,BabyChakra,Consumer Internet,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,25795550.0,No Remark,2016,High,1
2016-10-18,3Dexter,Technology,3D Printing Solutions for Edu space,New Delhi,Newbie Promoters,Seed Funding,150000.0,No Remark,2016,Low,1
2016-10-31,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed Funding,1000000.0,No Remark,2016,Medium,1
2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000.0,No Remark,2016,Low,3
2016-10-29,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,Kalaari Capital,Seed Funding,100000.0,No Remark,2016,Low,1
2016-10-29,Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed Funding,100000.0,No Remark,2016,Low,1
2016-10-29,Velmenni,Technology,LiFi based wireless communication provider,New Delhi,Kalaari Capital,Seed Funding,100000.0,No Remark,2016,Low,1
2016-10-28,Pikkol,Technology,Relocation Service provider,Bangalore,"Ajay Nanavati, Afsal Salu",Seed Funding,1529113.0,No Remark,2016,Medium,2
2016-10-27,Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Hero MotoCorp,Private Equity,27000000.0,No Remark,2016,High,1
2016-10-27,FR8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,971000.0,No Remark,2016,Low,1
2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000.0,No Remark,2016,Low,3
2016-10-26,The Kettlery,Technology,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000.0,No Remark,2016,Medium,2
2016-10-26,Wooplr,Consumer Internet,Fashion Discovery App,Bangalore,"Astarc Ventures, Anand Chandrasekaran",Seed Funding,1529113.0,No Remark,2016,Medium,2
2016-10-26,OrangeTwig,Consumer Internet,Social Media Marketing platform,New Delhi,Undisclosed investor,Seed Funding,1000000.0,No Remark,2016,Medium,1
2016-10-25,SooperMO,Technology,Android utility app suite creator,Gurgaon,Lalit Vase,Seed Funding,100000.0,No Remark,2016,Low,1
2016-10-25,SatvaKart,Technology,Online Grocery Etailer,Gurgaon,Nimit Panigrahi,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-10-25,Pickrr,Technology,Courier Logistics & Order management Solutions,New Delhi,Swastika Company Ltd,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-10-25,CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed Funding,500000.0,No Remark,2016,Low,1
2016-09-08,TopRankers,EdTech,Online Test Preparation platform,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000.0,No Remark,2016,Low,3
2016-09-07,Prozo,Technology,Study Material Marketplace,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000.0,No Remark,2016,Low,3
2016-09-07,Simplilearn,EdTech,Online Certification programs,Bangalore,InnoVen Capital India,Private Equity,6000000.0,No Remark,2016,Medium,1
2016-09-07,Alternacare,Consumer Internet,Online Doctor Consulting platform,New Delhi,Eros Labs,Seed Funding,500000.0,No Remark,2016,Low,1
2016-09-07,Zilingo,Technology,Online Fashion Retailer,Bangalore,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000.0,No Remark,2016,Medium,6
2016-09-06,BigStylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,900000.0,No Remark,2016,Low,1
2016-09-06,Lenskart,Technology,Online Eyewear eTailer,New Delhi,PremjiInvest,Private Equity,25795550.0,No Remark,2016,High,1
2016-09-06,CheersOye!,Consumer Internet,Online Gift Vouchers platform,Mumbai,Undisclosed Investors,Seed Funding,500000.0,No Remark,2016,Low,1
2016-09-06,eShakti,Technology,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000.0,No Remark,2016,Medium,2
2016-09-05,Stalk Buy Love,Technology,Fashion Apparel eTailer,New Delhi,William Bissel,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-05,Social Quotient,Technology,Platform for Social Causes,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Funding,1529113.0,No Remark,2016,Medium,3
2016-09-04,Trackbizz,Technology,Field Force Automation System,Kochi,Grasshoppers,Private Equity,25795550.0,No Remark,2016,High,1
2016-09-01,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,Amit Choudhary,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-01,Renowala,Technology,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-01,Mihup,Technology,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,6700000.0,No Remark,2016,Medium,1
2016-09-01,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,25795550.0,No Remark,2016,High,4
2016-09-14,ZeroInfy,Consumer Internet,Online Video Lectures platform,Kolkata,Calcutta Angels Network,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-13,NearBuy,Consumer Internet,Online Deals & Discount platform,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000.0,No Remark,2016,Medium,1
2016-09-13,ShoeKonnect,Technology,Footwear & Leather B2B App,Agra,Indian Angels Network,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-13,IdeaChakki,Consumer Internet,Restaurant Menu & Food mobile app,New Delhi,Ratan Tata,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-13,Findow,Consumer Internet,Fashion Discovery Mobile app,Bangalore,Raj Singh Bhandal,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000.0,No Remark,2016,Low,4
2016-09-12,Nykaa,Technology,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000.0,No Remark,2016,High,2
2016-09-12,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,3000000.0,No Remark,2016,Medium,1
2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000.0,No Remark,2016,Low,5
2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,1529113.0,No Remark,2016,Medium,6
2016-09-10,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed Funding,450000.0,No Remark,2016,Low,2
2016-09-10,CureInstant,Consumer Internet,Social Health Networking Platform,New Delhi,Dr. Rameshwar Kumar,Seed Funding,150000.0,No Remark,2016,Low,1
2016-09-10,Freshboxx,Technology,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-09,NoBroker,Consumer Internet,Online Home Rental platform,Bangalore,Anand Chandrasekaran,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-09,Byju\\xe2\\x80\\x99s,EdTech,Online Learning App,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000.0,No Remark,2016,High,5
2016-09-08,BuildTraders,Technology,Online Construction Materials Marketplace,Bangalore,Idein Ventures,Seed Funding,200000.0,No Remark,2016,Low,1
2016-09-21,Pepperfry,Technology,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000.0,No Remark,2016,High,4
2016-09-21,PurpleDocs,Consumer Internet,Electronic Health care records platform,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,1529113.0,No Remark,2016,Medium,2
2016-09-21,Co Life,Consumer Internet,shared living and working spaces platform,Bangalore,Undisclosed Investors,Seed Funding,1000000.0,No Remark,2016,Medium,1
2016-09-20,JoeHukum,Technology,Enterprise customer engagement solutions,New Delhi,Sumit Jain,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-20,JustLikeNew,Technology,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Funding,500000.0,No Remark,2016,Low,1
2016-09-20,Codemojo,Consumer Internet,Customer Engagement Platform,Bangalore,CIO Angel Network,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-19,Swiggy,Consumer Internet,Online Food Ordering & Delivery,Bangalore,Bessemer Venture Partners,Private Equity,15000000.0,No Remark,2016,High,1
2016-09-19,Liqvid,Technology,Integrated eLearning content solutions,New Delhi,Gray Matters Capital,Private Equity,25795550.0,No Remark,2016,High,1
2016-09-19,Milofy,Consumer Internet,Couple Socialization App,Bangalore,Accel Partners,Seed Funding,750000.0,No Remark,2016,Low,1
2016-09-16,DoctorInsta,Consumer Internet,Online Doctor Consultations,Gurgaon,RoundGlass Partners,Private Equity,1000000.0,No Remark,2016,Medium,1
2016-09-16,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000.0,No Remark,2016,Low,3
2016-09-15,GoPigeon,Consumer Internet,on-demand logistics service provider,Bangalore,Nexus Venture Partners,Private Equity,1500000.0,No Remark,2016,Medium,1
2016-09-15,Furlenco,Technology,Online furniture rental startup,Bangalore,Lightbox Ventures and others,Private Equity,5000000.0,No Remark,2016,Medium,1
2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000.0,No Remark,2016,Low,8
2016-09-14,LensPick,Technology,eyewear eTailer,Bangalore,Scadea Solutions Inc,Private Equity,25795550.0,No Remark,2016,High,1
2016-09-14,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000.0,No Remark,2016,Low,2
2016-09-28,Beardo,Technology,Mens Grooming products etailer,Ahmedabad,Venture Catalysts,Seed Funding,500000.0,No Remark,2016,Low,1
2016-09-27,Canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-27,TinyStep,Consumer Internet,Parenting Network Platform,Bangalore,Flipkart Logistics Pvt. Ltd,Private Equity,1580000.0,No Remark,2016,Medium,1
2016-09-26,EvenGini,Consumer Internet,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,25795550.0,No Remark,2016,High,1
2016-09-26,Let\xe2\x80\x99s Barter,Consumer Internet,Goods & Services Barter Platform,New Delhi,Scale Ventures Funds,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,1529113.0,No Remark,2016,Medium,6
2016-09-23,First Moms Club,Consumer Internet,Social Network for Mothers,Mumbai,Idea Wave Labs,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-23,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bangalore,Rohit MA,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-23,\\xc2\\xa0CloudCherry,Technology,CRM SAAS Platform,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,6000000.0,No Remark,2016,Medium,3
2016-09-22,PharmaRack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000.0,No Remark,2016,Low,2
2016-09-22,HashTaag,Technology,Mobile App Development company,Bangalore,Undisclosed investors,Seed Funding,1000000.0,No Remark,2016,Medium,1
2016-09-22,Flixy Games,Technology,Mobile Game Publisher for Indian audience,Bangalore,Rebright Partners,Seed Funding,425000.0,No Remark,2016,Low,1
2016-09-22,DailyRounds,Consumer Internet,Mobile App for Doctors,Bangalore,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,25795550.0,No Remark,2016,High,4
2016-09-22,Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,New Delhi,Carpediem Capital,Private Equity,6000000.0,No Remark,2016,Medium,1
2016-09-21,Khel Now,Consumer Internet,Mobile-based social networking platform,New Delhi,Anglian Omega Network,Seed Funding,350000.0,No Remark,2016,Low,1
2016-09-21,eQuickies,Technology,Online Book etailer,Ahmedabad,Lothal Angel Ventures,Seed Funding,298000.0,No Remark,2016,Low,1
2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,1529113.0,No Remark,2016,Medium,7
2016-08-02,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000.0,No Remark,2016,Medium,4
2016-08-01,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2500000.0,No Remark,2016,Medium,1
2016-08-01,Voonik,Technology,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,InnoVen Capital,Private Equity,3000000.0,No Remark,2016,Medium,1
2016-08-01,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,275000.0,No Remark,2016,Low,1
2016-08-01,Medinfi,Consumer Internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bangalore,"Mudit Saxena, Evan Lim",Seed Funding,200000.0,No Remark,2016,Low,2
2016-08-01,HealthKart,Technology,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000.0,No Remark,2016,High,3
2016-09-30,Kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-30,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,19000000.0,No Remark,2016,High,1
2016-09-30,Demyto,Consumer Internet,Vehicle maintenance Services platform,Pune,Deepak Nathani,Seed Funding,1529113.0,No Remark,2016,Medium,1
2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000.0,No Remark,2016,Medium,6
2016-09-29,Fastudent,Technology,Education eCommerce platform,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,1529113.0,No Remark,2016,Medium,4
2016-09-29,Promon,Technology,Local Commerce Platform,New Delhi,Now Capital,Seed Funding,180000.0,No Remark,2016,Low,1
2016-09-28,Druva,Technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000.0,No Remark,2016,High,4
2016-09-28,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,1000000.0,No Remark,2016,Medium,1
2016-09-28,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed Funding,1000000.0,No Remark,2016,Medium,1
2016-08-10,Bombay Shaving Company,Technology,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000.0,No Remark,2016,Low,5
2016-08-10,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,500000.0,No Remark,2016,Low,2
